id,question,choices,label
1962,An atom with a +1 charge has,"{""text"": [""lost a proton."", ""lost an electron."", ""gained a proton."", ""gained an electron.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
511,What causes nighttime and daytime on Earth?,"{""text"": [""the Sun rotating on its axis"", ""Earth rotating on its axis"", ""Earth revolving around the Sun"", ""the Moon revolving around Earth""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
10,"Which of the following was probably most important in the formation of dark, fertile soil that is good for farming?","{""text"": [""plant decomposition"", ""radioactive decay"", ""water erosion"", ""wind erosion""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1201,"When a formula unit of magnesium sulfide, MgS, is separated into magnesium and sulfur particles, the particles are called","{""text"": [""molecules."", ""ions."", ""isotopes."", ""compounds.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1823,Which resource is most likely found in large amounts in forest ecosystems?,"{""text"": [""iron"", ""wood"", ""plastic"", ""petroleum""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1084,Carolina uses a microscope to view a soil sample taken from her backyard. Which part of the soil would she ONLY be able to see with a microscope?,"{""text"": [""bacteria"", ""grass"", ""rainwater"", ""rocks""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1928,Many cells have a nucleus that contains chromosomes. These chromosomes carry genes that are composed of,"{""text"": [""hormones"", ""DNA molecules"", ""minerals and water"", ""undigested food molecules""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
1153,There is a thunderstorm close to your house. The windows rattle at the same time that you hear the thunder. What causes the windows to rattle?,"{""text"": [""Sound waves from the thunder"", ""Light from the lightning"", ""Rain from the clouds"", ""The high humidity during the storm""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
370,"A forest is flooded when a natural dam breaks, leaving the forest floor under two meters of water. Which animal is most affected by the flooding?","{""text"": [""a crow"", ""a rabbit"", ""a squirrel"", ""a butterfly""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
275,Water at 20°C in an uncovered pan is evaporating very slowly. What could be done to the water to make it evaporate more quickly?,"{""text"": [""Cover it."", ""Heat it."", ""Place it in the dark."", ""Put salt in it.""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
1714,"Nevada is much drier than regions in California that are at the same latitude. Compared to these regions in California, which feature of Nevada contributes most to this dry climate?","{""text"": [""mountain ranges to the west"", ""high mean elevation"", ""frequent earthquakes"", ""soil with a high sand content""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1718,"Generally, the deeper rock layers of Earth are older than shallower rock layers. How can the collision of two tectonic plates change the order of the rock layers?","{""text"": [""The rock layers contain pollutants that dissolve soil."", ""The rock layers lack water due to extended droughts."", ""The rock layers are compressed forming faults and folds."", ""The rock layers are moved closer to rivers which erode landforms.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2025,The property of matter that resists changes in motion is called,"{""text"": [""inertia."", ""friction."", ""gravity."", ""weight.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1320,Which of these could cause water vapor to condense into rain droplets?,"{""text"": [""sunlight warming the surface of oceans"", ""air rising into colder regions of the atmosphere"", ""lightning heating the air in the atmosphere"", ""winds blowing along the surface of the ground""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2027,"In the past, Native American Indians buried dead fish along with corn seeds. This technique was used because the decomposing dead fish would","{""text"": [""provide nutrients for the growing corn plant"", ""eliminate the need for weeding around the corn plant"", ""release oxygen for use by the corn plant"", ""supply all the water needed by the corn plant""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
129,"For a technology project, Kyle came up with an idea to build a model bridge. He wants his bridge to span 50 cm and to support a 1 kg object. According to the engineering design process, which of the following should be Kyle's next step?","{""text"": [""construct prototypes of different kinds of bridges"", ""research the different designs of bridges"", ""gather the materials needed to build the bridge"", ""make a drawing to show how to build the bridge""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1954,What structure surrounds the cell and regulates materials that enter and leave the cell?,"{""text"": [""nucleus"", ""chloroplast"", ""mitochondrion"", ""cell membrane""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1735,One thing that all human cells have in common is that they,"{""text"": [""control the brain."", ""make food."", ""move blood."", ""take in energy.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1372,How can plants most likely improve air quality?,"{""text"": [""by absorbing nutrients"", ""by producing oxygen"", ""by producing sugar"", ""by absorbing water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1330,Which of these describes a small range in the electromagnetic spectrum?,"{""text"": [""gravity"", ""radiation"", ""electricity"", ""light""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1079,A student is dropping objects of various sizes and shapes and recording the time it takes for each object to hit the ground. Which question is the student most likely trying to answer?,"{""text"": [""What force slows some objects down?"", ""What force pulls objects to the ground?"", ""Do some objects fall more quickly than others?"", ""Do objects break or bounce when hitting the ground?""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
701,The Grand Canyon is an example of,"{""text"": [""erosion."", ""deposition."", ""an earthquake."", ""volcanic activity.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2009,Protein is used by the human body to,"{""text"": [""build strong bones."", ""absorb vitamins."", ""repair cells."", ""provide fiber.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1563,Which object used in an experiment can safely be recycled?,"{""text"": [""an aluminum can"", ""a wet paper towel"", ""salt spilled onto a tabletop"", ""a broken graduated cylinder""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1521,Harmful ultraviolet rays from the Sun are primarily absorbed by,"{""text"": [""dust."", ""ozone."", ""land masses."", ""water vapor.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
454,What is the main source of energy that drives all weather patterns?,"{""text"": [""the Sun"", ""oceans"", ""the Moon"", ""mountains""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
820,Bats find their prey at night using one of their senses to detect echoes. What does the bat send out to find prey?,"{""text"": [""odors"", ""light"", ""sound"", ""electricity""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
439,Fossil fuels are considered a nonrenewable resource because they,"{""text"": [""have turned into solid rock."", ""take a long period of time to form."", ""are expensive to remove from rock."", ""are located deep within the Earth's crust.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1439,What is the basic unit of life?,"{""text"": [""atom"", ""cell"", ""element"", ""nucleus""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
959,"Sandra puts some pill bugs into an open box. She covers half the box with a piece of cardboard. She then places the box outside on a summer day, and all the pill bugs move under the cardboard. The pill bugs are most likely responding to which of the following?","{""text"": [""air pressure"", ""bright light"", ""wind"", ""fog""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
694,A paper bag is ripped into pieces. Which of these BEST describes the pieces of the bag?,"{""text"": [""Stronger than the whole bag"", ""Thicker than the whole bag"", ""Smaller than the whole bag"", ""Darker than the whole bag""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1193,Turning off the light when leaving a room is an example of,"{""text"": [""conserving energy."", ""wasting energy."", ""using potential energy."", ""using chemical energy.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
645,Sarah's class is learning about mixtures and solutions. Her teacher writes four statements on the board. Which statement best describes a mixture?,"{""text"": [""Both substances mix evenly."", ""Both substances can evaporate."", ""One substance dissolves into another."", ""One substance can be separated from the other.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1985,"Which of these particles, when found in soil, contributes most to the water retention in soil?","{""text"": [""gravel"", ""sand"", ""silt"", ""clay""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1119,"Colored alcohol is used in some glass thermometers. When placed in air of different temperatures, the column of alcohol rises or falls in the glass thermometer. Which of the following best explains why the height of the alcohol column changes?","{""text"": [""The glass contracts when heated."", ""The alcohol contracts when heated."", ""The glass expands more than the alcohol when heated."", ""The alcohol expands more than the glass when heated.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
26,A group of students are researching changes in climate in their region. Which of these would best provide evidence of changes in temperature and rainfall over a period of years?,"{""text"": [""tree rings"", ""pollen samples"", ""harvest production"", ""carbon dating""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
341,Pepsin is an enzyme that acts in the stomach for protein digestion. Which of these is most likely the main role of pepsin in this metabolic reaction?,"{""text"": [""to speed up the rate of reaction"", ""to reduce the loss of energy as heat"", ""to control the direction of the reaction"", ""to protect the reaction from other chemicals""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1446,"If a wooded area is cleared and corn is planted, what will MOST likely happen?","{""text"": [""Animal habitats will be destroyed."", ""The air will become polluted."", ""Weather patterns will change."", ""Underground streams will get polluted.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
629,A single prokaryotic cell can divide several times in an hour. Few eukaryotic cells can divide as quickly. Which of the following statements best explains this difference?,"{""text"": [""Eukaryotic cells are smaller than prokaryotic cells."", ""Eukaryotic cells have less DNA than prokaryotic cells."", ""Eukaryotic cells have more cell walls than prokaryotic cells."", ""Eukaryotic cells are more structurally complex than prokaryotic cells.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1381,Which characteristic would best help a land animal survive in a cold Arctic climate?,"{""text"": [""thick fur"", ""large ears"", ""smooth feet"", ""slender body""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1377,Which types of objects are most easily seen by the human eye?,"{""text"": [""objects that reflect most of the light that strikes them"", ""objects that refract most of the light that strikes them"", ""objects that diffract most of the light that strikes them"", ""objects that absorb most of the light that strikes them""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
306,Which material is most easily recycled at school?,"{""text"": [""plastic wrap"", ""notebook paper"", ""ice cream sticks"", ""rubber erasers""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
152,A scientist uses angstrom units to measure the distance between two points. The scientist is most likely measuring the distance between two,"{""text"": [""atoms."", ""cities."", ""continents."", ""stars.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1464,"The Greek philosopher Aristotle described matter with the phrase ""unable to be divided."" The modern concept that grew from Aristotle's idea is the","{""text"": [""atom."", ""proton."", ""neutron."", ""electron.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
16,A scientist wanting to document a change in a river's flow pattern should observe a river over a period of,"{""text"": [""days."", ""weeks."", ""months."", ""years.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1294,Which sense can be used to determine an object's ability to reflect light?,"{""text"": [""sight"", ""hearing"", ""smell"", ""taste""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1567,Living organisms require energy for biological processes. Chemical energy in a plant cell is,"{""text"": [""produced in vacuoles."", ""converted from solar energy."", ""developed by centrioles."", ""stored as kinetic energy.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
40,Which characteristic below most likely accounts for our limited knowledge of galaxies?,"{""text"": [""their tiny size"", ""their magnetic cores"", ""their inability to produce light"", ""their great distance from Earth""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
355,Which resource is considered nonrenewable?,"{""text"": [""wind power"", ""solar energy"", ""moving water"", ""fossil fuels""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
552,Which of these describes a property of all matter?,"{""text"": [""All matter gives off light."", ""All matter is attracted by magnets."", ""All matter is made of atoms."", ""All matter dissolves in water.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2149,Which of these provides the best evidence that Earth's crust is divided into tectonic plates?,"{""text"": [""the distribution of water on Earth's surface"", ""the distribution of biomes on Earth's surface"", ""the distribution of rock types on Earth's surface"", ""the distribution of earthquakes on Earth's surface""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1120,"An organism, such as a nematode worm, may have only 1000 cells. It should be classified as being","{""text"": [""a virus."", ""a bacteria."", ""unicellular."", ""multicellular.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
145,Which is an example of an organism that has been selectively bred for a particular genetic trait?,"{""text"": [""cats that eat mice"", ""cows that graze on grass"", ""pigs that form large herds"", ""chickens that lay large eggs""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1873,"In 1872, the United States created a national park called Yellowstone. The park includes more than two million acres in the three states of Idaho, Montana, and Wyoming. Which statement best explains why national parks have a positive effect on ecosystems?","{""text"": [""National parks limit people from seeing wildlife."", ""National parks limit mining, logging, and hunting."", ""National parks protect land for farmers and ranchers."", ""National parks protect land for people to build houses.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1266,The main function of a duck's webbed feet is to help the duck,"{""text"": [""make noise"", ""protect itself"", ""swim in water"", ""find a mate""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1870,Which energy transformation takes place in a gasoline lawn mower?,"{""text"": [""potential energy to electrical energy"", ""electrical energy to potential energy"", ""kinetic energy to chemical energy"", ""chemical energy to mechanical energy""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2125,What advantage is gained by using radio telescopes as opposed to optical telescopes?,"{""text"": [""viewed images are clearer"", ""operation is less complex"", ""ability to see through clouds and dust"", ""ability to take up less space""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1023,"Mitosis occurs in living things when a cell divides to produce two cells. Compared to the original cell, how many chromosomes are in each of the resulting cells?","{""text"": [""half as many"", ""the same number"", ""twice as many"", ""an unpredictable number""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1646,Which of the following is a crucial piece of evidence supporting scientists' theory of how the continents and the ocean basins formed?,"{""text"": [""Gravitational forces result in the fusion of small atoms."", ""A differentiated iron core expresses magnetic properties."", ""Currents redistribute heat in an unevenly heated liquid."", ""A stream of charged ions disperses lightweight gases.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
28,Which best describes why winds at the beach change direction between day and night?,"{""text"": [""because the temperatures over land and over water change"", ""because warm air over land sinks and stays in place over land"", ""because cool air rises and is replaced by warm air from the ocean"", ""because cool air sinks and stays in place over land""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2121,Which a molecular process found only in retroviruses?,"{""text"": [""reverse translation"", ""translation"", ""reverse transcription"", ""transcription""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1547,Asexually produced offspring are genetically,"{""text"": [""identical to the parent"", ""different from the parent"", ""different from each other"", ""formed by two parents""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
2126,The process by which organisms with favorable variations reproduce at higher rates than those without such variations is,"{""text"": [""disruptive selection."", ""natural selection."", ""sexual selection."", ""directional selection.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1697,The reading on a barometer rises when the air,"{""text"": [""pressure increases."", ""pressure decreases."", ""speed increases."", ""speed decreases.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1781,Which event would most likely result in more food for organisms that are scavengers?,"{""text"": [""Fish die and sink to the bottom of a pond."", ""Trees take up and store water with roots."", ""Beavers build a new dam and lodge."", ""Plants get more sunshine and water.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
613,"If a neutral atom loses an electron, what is formed?","{""text"": [""A gas"", ""An ion"", ""An acid"", ""A molecule""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
767,"There are several different types of rock. Each type of rock is formed under different conditions. How are sedimentary rocks, such as shale and sandstone, formed?","{""text"": [""Particles are heated by the Sun."", ""Particles are melted together by magma."", ""Particles are compressed into layers."", ""Particles are changed into liquids.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
200,A baby kit fox grows to become an adult with a mass of over 3.5 kg. What factor will have the greatest influence on this kit fox's survival?,"{""text"": [""the size of the fox's ears"", ""the conditions of the fox's habitat"", ""the average number of fox offspring"", ""the social behaviors within the fox population""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1343,A dragonfly develops through incomplete metamorphosis. Which stages does the dragonfly's life cycle include?,"{""text"": [""egg and larva"", ""egg and nymph"", ""larva and pupa"", ""larva and nymph""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
280,Which characteristic is most common among animals living in a cold climate?,"{""text"": [""layers of fat"", ""thick bones"", ""slow digestion"", ""large lungs""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1321,The human body processes and eliminates food waste using the organs of the excretory system. Which organelle performs a similar function in humans at the cellular level?,"{""text"": [""mitochondrion"", ""endoplasmic reticulum"", ""lysosome"", ""Golgi complex""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
961,Which is the thickest layer of Earth?,"{""text"": [""crust"", ""inner core"", ""mantle"", ""outer core""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1511,Which of the following gases do plants use in photosynthesis?,"{""text"": [""hydrogen"", ""oxygen"", ""carbon dioxide"", ""carbon monoxide""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
198,What happens during photosynthesis?,"{""text"": [""Insects pollinate plants."", ""Plants change soil into food energy."", ""Animals get carbon dioxide from plants."", ""Plants change light energy into food energy.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1327,"In the lab, students are working with substances that could cause burns. Which of these safety precautions is most important to follow?","{""text"": [""Sinks are empty."", ""Glassware is clean."", ""Eye protection is worn."", ""Electrical equipment is off.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
679,Planets remain in orbit around the Sun because of,"{""text"": [""gravity."", ""friction."", ""solar energy."", ""centrifugal force.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
114,Which of the following describes an instinctive behavior?,"{""text"": [""a behavior that occurs only in adult fish"", ""a behavior that occurs only in small mammals"", ""a behavior that an animal learns how to do over time"", ""a behavior that an animal is born knowing how to do""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1317,Amanda is learning about different adaptations of animals. Which is an example of a behavioral adaptation?,"{""text"": [""webbed feet on a duck"", ""migration of songbirds"", ""sharp eyesight of an eagle"", ""camouflaged colors on a frog""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1581,"Some meteorologists use visual aids such as diagrams, maps, and charts when they present the weather to television viewers. How do different types of visual aids help the viewers understand complex weather phenomena?","{""text"": [""by combining knowledge from past reports with new information"", ""by providing information collected by other meteorologists"", ""by checking the accuracy of each part of the weather report"", ""by showing many components that impact the weather""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1536,Aluminum is an element. Which of the following best describes the smallest particle of aluminum that retains all the properties of aluminum?,"{""text"": [""a molecule"", ""an atom"", ""a proton"", ""an electron""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
127,Foam weather stripping is often placed in the frames of doors and windows in a home. What is the purpose of this weather stripping?,"{""text"": [""The weather stripping increases heat transfer by radiation."", ""Heat is conducted quickly through the weather stripping."", ""The weather stripping reduces heat loss due to convection."", ""Heat can transfer through the weather stripping due to reflection.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1729,Which of the following best describes the purpose of cellular respiration?,"{""text"": [""to provide energy for cell activities"", ""to produce sugar for storage in cells"", ""to release oxygen for breathing"", ""to supply carbon dioxide for photosynthesis""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2100,Genetically modified plants with new characteristics have been produced through genetic engineering methods. What impacts have resulted from the use of genetically modified plants?,"{""text"": [""decreases in farm production"", ""decreases in corn, soybean, cottonseed, and canola oils"", ""increases in time required to plant, grow, and harvest crops"", ""increases in resistance to herbicides, insects, and viral diseases""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
91,Which of these human activities most relies on high-quality soil?,"{""text"": [""Hiking"", ""Hunting"", ""Coal mining"", ""Growing crops""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
157,"In any physical or chemical process, what two quantities are always conserved?","{""text"": [""matter and total energy"", ""light and acoustic energy"", ""density and thermal energy"", ""gravity and potential energy""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1312,Scientists who have studied the hydrosphere concluded that about 71% of Earth is covered with water. Which part of the hydrosphere is most often associated with the formation of organic rocks?,"{""text"": [""lakes"", ""oceans"", ""ponds"", ""rivers""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
764,Plankton are tiny ocean organisms. The role of one type of plankton is to use the energy from the Sun to produce food that other animals eat. Which organism has the same role in the ocean as this type of plankton?,"{""text"": [""seaweed"", ""turtle"", ""dolphin"", ""crab""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2068,"The diet of a brown bear includes roots, grasses, berries, nuts, fish, insects, and mammals. Based on this description, in what category is a brown bear?","{""text"": [""carnivore"", ""herbivore"", ""omnivore"", ""decomposer""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1375,Which process will separate the sugar from a mixture of sugar and water?,"{""text"": [""Stirring the mixture"", ""Evaporating the water"", ""Adding more water"", ""Adding more sugar""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
2082,Which of the following is a harmful waste material that leaves the blood and travels through the lungs before leaving the body?,"{""text"": [""CO2."", ""O2."", ""H2O."", ""NaCl.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1869,In what way does society benefit from research on diseases?,"{""text"": [""New illnesses will develop."", ""Doctors will visit their patients at home."", ""More families will move closer to hospitals."", ""Many illnesses will be prevented or cured.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
499,A teacher is performing a demonstration about static electricity for his class by rubbing a balloon against a wool sweater. The balloon sticks to the wool sweater. Which particles are exchanged during the demonstration?,"{""text"": [""atoms"", ""protons"", ""neutrons"", ""electrons""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1686,Biologists have discovered that the beluga whales of Canada's St. Lawrence River have the highest rates of cancer among animals. What is most likely the reason for this high incidence of cancer in these whales?,"{""text"": [""chemical and pollutant runoff into the ocean"", ""average temperatures increased in the region"", ""depletion of natural prey from the ecosystem"", ""increased levels of carbon dioxide in the atmosphere""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
873,A solution of lead (II) nitrate reacts with a solution of sodium iodide to produce a yellow solid of lead (II) iodide and aqueous sodium nitrate. Which of these illustrates the reaction?,"{""text"": [""Pb(NO_{3})_{2}(aq) + 2NaI(aq) -> PbI_{2}(s) + 2NaNO_{3}(aq)"", ""L_{2}N(aq) + SI(aq) -> L_{2}I(s) + SN(aq)"", ""Pb_{2}N(aq) + NaI(aq) -> Pb_{2}I(s) NaN(aq)"", ""Fe(NO_{3})_{2}(aq) + 2NaI(aq) -> FeI_{2} + 2NaNO_{3}(aq)""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
52,"In a gasoline-powered car, chemical energy from gasoline is transformed to make the car move. The motion of the car is what form of energy?","{""text"": [""radiant energy"", ""nuclear energy"", ""electrical energy"", ""mechanical energy""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
225,"A geologist finds a layer of shale near the surface from a certain time period. Nearby, the geologist finds the same layer of shale, but it is deeper underground than the first layer. What might have caused the difference in the depth of the shale layer?","{""text"": [""a meteorite"", ""a fault"", ""ancient fossils"", ""animal life""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1151,A scientist combines oxygen and hydrogen to form water. This combination illustrates that water is,"{""text"": [""an atom."", ""an element."", ""a mixture."", ""a compound.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1159,The abundance of a mineral at the surface of Earth most likely depends upon the,"{""text"": [""climate of a particular region."", ""types of elements available in the crust."", ""thicknesses of nearby rock layers."", ""exposure of the elements to the environment.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
255,What happens at the boiling point of a substance?,"{""text"": [""liquid becomes a gas"", ""solid becomes a gas"", ""liquid becomes a solid"", ""solid becomes a liquid""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
933,Which statement describes a method of sexual reproduction that occurs in plants?,"{""text"": [""Stem cuttings are placed in water and grow roots."", ""Seeds are produced from the flower of the plant."", ""Underground stems from a plant grow into new plants."", ""A leaf falls to the soil, develops roots, and grows.""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
804,Which of these can only be found in a plant cell?,"{""text"": [""a nucleus"", ""a vacuole"", ""a chloroplast"", ""a mitochondrion""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
260,"The students were told that the net applied force from the engine was the same for each vehicle tested. Based on this information, which vehicle had the greatest acceleration (a = F/m)?","{""text"": [""vehicle 1"", ""vehicle 2"", ""vehicle 3"", ""vehicle 4""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
531,Which SI unit would be most appropriate for recording the length of a typical classroom?,"{""text"": [""gram"", ""kilogram"", ""meter"", ""kilometer""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1492,Which factor would have the greatest influence on the southern migration of animals living in the Northern Hemisphere?,"{""text"": [""strong storms"", ""long periods of drought"", ""cold air temperatures"", ""increasing daylight hours""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
903,Living things are classified as producers or consumers according to,"{""text"": [""their speed of movement"", ""the size of their communities"", ""how they obtain food"", ""how they reproduce""], ""label"": [""1"", ""2"", ""3"", ""4""]}",
1540,"During a lab investigation, students were asked to determine the best way to clean up an oil spill using different materials. Investigation Materials • filter paper • foam sponge • metal wire screen • thin sock filled with hair The students tested the materials by placing each material into separate buckets containing oil and water. They recorded their observations on which material absorbed the most oil. Why would the students' teacher ask them to repeat their tests?","{""text"": [""to determine if water and oil can be separated"", ""to learn more about how to protect wildlife during an oil spill"", ""to improve the chances of obtaining accurate oil cleanup results"", ""to increase the total amount of oil removed from each container""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1467,A student is visiting a local limestone quarry and finds fossils of seashells. The quarry is located hundreds of miles from the ocean. The fossils best indicate that,"{""text"": [""this area was once below sea level."", ""global temperature changed over time."", ""erosion took place after a flood."", ""volcanic activity affected the area.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
385,The spectrum of visible light can be seen in a rainbow because white light is,"{""text"": [""reflected and transmitted."", ""refracted and dispersed."", ""absorbed and diffracted."", ""produced and emitted.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
376,Where is an igneous rock such as pumice most likely formed?,"{""text"": [""in a desert"", ""in a creek bed"", ""near a volcano"", ""under a glacier""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
519,Frame construction predominates in the New England area due to the abundance of,"{""text"": [""clay."", ""masonry."", ""wood."", ""steel.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1143,Plants need a source of energy in order to perform photosynthesis. From which source do plants receive the energy needed to perform photosynthesis?,"{""text"": [""oxygen"", ""sugar"", ""sunlight"", ""water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1501,"Increased populations can lead to the depletion of locally available resources. Compared to other communities, which of these locally available resources is most likely to be depleted in desert communities?","{""text"": [""mineral"", ""oxygen"", ""gasoline"", ""water""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1165,What is the main function of scales on a fish?,"{""text"": [""to protect the fish"", ""to attract predators"", ""to help the fish find food"", ""to help the fish breathe""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
896,"In the past, wild hogs called ""javelinas"" were seen only in the southern part of New Mexico. Now, javelinas are seen in areas 100 miles further north. What is the most likely cause of this expansion?","{""text"": [""Javelinas are reproducing less frequently."", ""Environmental conditions have changed."", ""The javelina's genetic traits have mutated."", ""Nutritional requirements of javelinas have changed.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
792,Several dinosaur bones are discovered buried in volcanic ash. The type of dinosaur can best be identified by,"{""text"": [""knowing the location where the fossils were found."", ""establishing an inventory of bones collected."", ""comparing to characteristics of known dinosaurs."", ""knowing the absolute age of the fossils.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1872,The rocks that form most of the Sierra Nevada are granitic rocks. This means that the mountains were most likely formed by,"{""text"": [""strike-slip faults."", ""transform boundaries."", ""volcanic activity."", ""land subsidence.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
699,The tendency of a stationary object to resist being put into motion is known as,"{""text"": [""acceleration."", ""inertia."", ""weight."", ""velocity.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
1966,"When a switch to a ceiling fan is turned on, electrical energy is being transformed into","{""text"": [""atomic energy."", ""potential energy."", ""chemical energy."", ""mechanical energy.""], ""label"": [""A"", ""B"", ""C"", ""D""]}",
